SourceTable,PointID,MeasuringAgency,DataSource
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WaterLevels,NM-02115,USGS,A
WellData,NM-02115,,USGS
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WaterLevels,NM-02116,USGS,A
WellData,NM-02116,,USGS
WaterLevels,NM-02120,USGS,A
WaterLevels,NM-02120,USGS,A
WaterLevels,NM-02120,USGS,A
WaterLevels,NM-02120,USGS,A
WaterLevels,NM-02120,USGS,A
WaterLevels,NM-02120,USGS,A
WaterLevels,NM-02120,USGS,A
WaterLevels,NM-02120,USGS,A
WaterLevels,NM-02120,USGS,A
WaterLevels,NM-02120,USGS,A
WellData,NM-02120,,USGS
WaterLevels,NM-02121,USGS,A
WaterLevels,NM-02121,USGS,A
WaterLevels,NM-02121,USGS,A
WaterLevels,NM-02121,USGS,A
WaterLevels,NM-02121,USGS,A
WaterLevels,NM-02121,USGS,A
WaterLevels,NM-02121,USGS,A
WellData,NM-02121,,USGS
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WaterLevels,NM-02128,USGS,A
WellData,NM-02128,,USGS
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WaterLevels,NM-02135,USGS,A
WellData,NM-02135,,USGS
WaterLevels,NM-02150,USGS,A
WaterLevels,NM-02150,USGS,A
WaterLevels,NM-02150,USGS,A
WaterLevels,NM-02150,USGS,A
WaterLevels,NM-02150,USGS,A
WaterLevels,NM-02150,USGS,A
WaterLevels,NM-02150,USGS,A
WaterLevels,NM-02150,USGS,A
WaterLevels,NM-02150,USGS,A
WellData,NM-02150,,USGS
WaterLevels,NM-02161,USGS,A
WaterLevels,NM-02161,USGS,A
WaterLevels,NM-02161,USGS,A
WaterLevels,NM-02161,USGS,A
WaterLevels,NM-02161,USGS,A
WaterLevels,NM-02161,USGS,A
WaterLevels,NM-02161,USGS,A
WaterLevels,NM-02161,USGS,A
WaterLevels,NM-02161,USGS,A
WaterLevels,NM-02161,USGS,A
WellData,NM-02161,,USGS
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WaterLevels,NM-02174,USGS,A
WellData,NM-02174,,USGS
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WaterLevels,NM-02175,USGS,A
WellData,NM-02175,,USGS
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WaterLevels,NM-02186,USGS,A
WellData,NM-02186,,USGS
WaterLevels,NM-02192,USGS,A
WaterLevels,NM-02192,USGS,A
WaterLevels,NM-02192,USGS,A
WaterLevels,NM-02192,USGS,A
WaterLevels,NM-02192,USGS,A
WaterLevels,NM-02192,USGS,A
WaterLevels,NM-02192,USGS,A
WaterLevels,NM-02192,USGS,A
WaterLevels,NM-02192,USGS,A
WaterLevels,NM-02192,USGS,A
WaterLevels,NM-02192,USGS,A
WellData,NM-02192,,USGS
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WaterLevels,NM-02225,USGS,A
WellData,NM-02225,,USGS
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WaterLevels,NM-02227,USGS,A
WellData,NM-02227,,USGS
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WaterLevels,NM-02232,USGS,A
WellData,NM-02232,,USGS
WaterLevels,NM-02234,USGS,A
WaterLevels,NM-02234,USGS,A
WaterLevels,NM-02234,USGS,A
WaterLevels,NM-02234,USGS,A
WaterLevels,NM-02234,USGS,A
WaterLevels,NM-02234,USGS,A
WaterLevels,NM-02234,USGS,A
WaterLevels,NM-02234,USGS,A
WaterLevels,NM-02234,USGS,A
WaterLevels,NM-02234,USGS,A
WaterLevels,NM-02234,USGS,A
WaterLevels,NM-02234,USGS,A
WellData,NM-02234,,USGS
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WaterLevels,NM-02242,USGS,A
WellData,NM-02242,,USGS
WaterLevels,NM-02244,USGS,A
WaterLevels,NM-02244,USGS,A
WaterLevels,NM-02244,USGS,A
WaterLevels,NM-02244,USGS,A
WaterLevels,NM-02244,USGS,A
WaterLevels,NM-02244,USGS,A
WaterLevels,NM-02244,USGS,A
WaterLevels,NM-02244,USGS,A
WaterLevels,NM-02244,USGS,A
WaterLevels,NM-02244,USGS,A
WaterLevels,NM-02244,USGS,A
WaterLevels,NM-02244,USGS,A
WaterLevels,NM-02244,USGS,A
WaterLevels,NM-02244,USGS,A
WaterLevels,NM-02244,USGS,A
WaterLevels,NM-02244,USGS,A
WaterLevels,NM-02244,USGS,A
WaterLevels,NM-02244,USGS,A
