NMAquiferTable,MatchField,LocationId,WellID,OBJECTID,PointID,OSEWellID,OSEWelltagID,HoleDepth,WellDepth,DepthSource,CompletionDate,CompletionSource,MeasuringPoint,MPHeight,CasingDiameter,CasingDepth,CasingDescription,DrillerName,ConstructionMethod,ConstructionNotes,AquiferType,AqClass,FormationZone,StaticWater,WaterNotes,Status,CurrentUse,StatusUserNotes,MonitoringStatus,OpenWellLoggerOK,MonitorOK,SampleOK,DataSource,Notes,MonitorGroup,WellPdf,MonitorStatusReason,HydrographInterp,PrimaryUseSite_USGS,PrimaryUseWater_USGS,SSMA_TimeStamp
dbo.WellData,DataSource,D93D1181-25FF-4D57-8460-E05C90BD44BC,3DB12D48-D855-49CF-B14F-3D6BEA0D95BB,6947,BC-0079,S-01674,,400,400,R,2004-10-05 00:00:00.000,D,,1.32,0.45,400,,"Earl & Sons, Inc.",Z,Construction Method: DHH,,,231AGZC/230MNKP,180,WBZ: 325' to 330' grey limestone @ 2 GPM; 355' to 385' grey sandstone 1-2 GPM; 390' to 395' grey limestone @ 1 GPM.,,,House has been vacant since the county began monitoring the well.,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0079.pdf,,,,,0x00000000000574BD
dbo.WellData,DataSource,E2C454AF-B25B-40B4-8197-C93FC80BF63A,7F9B1D7E-7A5C-4972-A546-3E77CEF17056,6918,BC-0050,S-01698,,325,325,R,1993-05-20 00:00:00.000,D,,1.9,0.42,325,,"Earl & Sons, Inc.",P,,,,211DKOT,175,WBZ: 275' to 325' sandstone @ 6+ GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0050.pdf,,,,,0x0000000000057563
dbo.WellData,DataSource,91F1E771-0A6C-419D-BA61-4C2405B46FFF,F56C066F-D066-4349-8A88-3E8C64EF8DC9,36424,BC-0239,S-02382,,460,460,R,2004-09-23 00:00:00.000,D,,2.38,0.42,460,,"Sandia Well Service, Inc.",A,,,,325MDER,200,WBZ: 360' to 370' grey shale @ 15 GPM.,C,S,Has only one hook-up though it's a shared well.,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0239.pdf,,,,,0x000000000005756E
dbo.WellData,DataSource,3A5A4F34-69D0-4290-874A-0D004E89D520,99A6949F-F754-4BFB-B7EA-3F2E5E7B6934,36425,BC-0240,S-01407,,,170,R,1988-12-28 00:00:00.000,D,,1.08,0.42,170,,Sandia Well Drilling,A,,,,318ABO,100,WBZ: 150' to 151' brown sandstone @ 30 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0240.pdf,,,,,0x00000000000575D4
dbo.WellData,DataSource,287D12B3-F308-4B76-9F4F-55DA41F151FB,596E59FE-6FBB-45CC-B836-3F4DB6AB5A25,36381,BC-0196,RG-73676 POD2,,600,600,D,2014-07-11 00:00:00.000,D,,0,0.33,600,,"Sandia Well Service, Inc",P,,,,410PRCG,363,WBZ: 420' to 430' fractured grey granite @ 3 GPM; 540' to 550' fractured grey granite @ 10 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0196.pdf,,,,,0x00000000000575E6
dbo.WellData,DataSource,B37AC016-9746-41D2-B262-458FE1FAFB8A,C781A7C9-F386-41EB-84EC-3F94E441E2C4,36430,BC-0245,,,,,,,,,2.4,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000057612
dbo.WellData,DataSource,D1B60F51-D45B-4D22-9F8D-EC4B13AEDC48,1A62FA0A-CFE3-4327-ACB6-4052C6B5D437,6913,BC-0045,,,,,R,,,,1.23,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005769E
dbo.WellData,DataSource,89920BD9-082C-4D19-8F17-E50EDBD3BFDB,0711D980-809D-4EC9-AA5C-41447F4C6B39,36446,BC-0261,S-02630,,,,,,,,0,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000057732
dbo.WellData,DataSource,4C686D01-1E5D-4BA7-B705-5CCFB7A0B499,BC1BE5FF-655F-4A80-BE8D-41997BFD6140,6940,BC-0072,S-02066,,,,R,,,,0,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000057765
dbo.WellData,DataSource,9CA0F990-94F1-41F3-8D5E-E6911068E9DE,03FDADC7-A482-49AA-B42F-42098ABFC02B,36415,BC-0230,S-00720,,,200,R,1981-11-16 00:00:00.000,D,,1.67,0.42,200,,"Earl & Sons, Inc.",P,,,,318ABO,110,WBZ: 115' to 200' sandstone & shale @ 10 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0230.pdf,,,,,0x00000000000577AF
dbo.WellData,DataSource,D9340F32-CB66-45CB-90A7-3016213DD217,BBA39325-319B-4912-8437-4281821AAFFD,6886,BC-0018,RG-30171,,145,145,R,1978-05-01 00:00:00.000,D,,1.55,0.42,120,,Sandia Well Drilling,A,,,,410PRCG,85,WBZ: 120' to 121' red granite @ 7 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0018.pdf,,,,,0x00000000000577FA
dbo.WellData,DataSource,036233F4-A540-4E52-A47C-3E3EAA11203D,0AC53607-2EB8-44E2-B923-43333D6BBD8D,36401,BC-0216,,,,,,,,,0.9,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005786F
dbo.WellData,DataSource,3D3D2733-BEA6-4D73-BA73-D58BB49BF1D3,9183C1FB-20CC-400E-8793-443C1B1EE8CA,6924,BC-0056,,,,,R,,,,1.68,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000057919
dbo.WellData,DataSource,213D45A3-A810-4A8C-9DB7-0CA10FA061FB,5F35C1DC-CE39-403D-A0B4-445218ACA851,36406,BC-0221,S-02775,,1325,1275,R,2014-09-02 00:00:00.000,D,Old MP hgt 2.0'. Changed to 2.31' on 7/18/2016,2.31,0.33,1275,,National EWP,P,,,,310GLOR/300YESO,97.6,WBZ: See log.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0221.pdf,,,,,0x0000000000057924
dbo.WellData,DataSource,E5428105-1E86-4A57-94A4-ED33274A78CD,F413B3F2-9F9E-4EE4-887C-44576356E460,36444,BC-0259,RG-82383,,305,305,R,2004-04-22 00:00:00.000,D,,1.43,,,,"Sandia Well Service, Inc.",A,,,,410PRCG,200,WBZ:200' to 220' fractured grey/brown granite @ 1-2 GPM; 260' to 270' fractured grey/brown granite @ 10-12 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0259.pdf,,,,,0x000000000005792A
dbo.WellData,DataSource,5D6A86F5-F3A5-4F0B-A13F-2A5486217993,C115E05C-EF79-4223-946B-446801FD6E90,6958,BC-0090,S-00428 POD3,,300,300,D,2013-05-15 00:00:00.000,D,,1.55,0.54,300,,Usrey Drilling,P,,,,231CHNL,180,WBZ: 265' to 295' green-tan sandstone @ 15 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0090.pdf,,,,,0x0000000000057932
dbo.WellData,DataSource,0955D31E-9420-4905-B225-5BA2B66653B6,67CECF28-E4D6-4E60-A434-45CBF4BC3674,36443,BC-0258,RG-74114,,,285,R,2000-06-12 00:00:00.000,D,,1.2,0.38,285,,"Sandia Well Service, Inc.",A,,,,410PRCG,120,WBZ: 100' to 105' brown & grey granite @ 1 GPM; 190' 260' fractured brown granite @ 8 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0258.pdf,,,,,0x00000000000579F3
dbo.WellData,DataSource,61507F08-A089-4901-B50D-1ADF7C628A21,25BD84D8-218F-4F2E-A640-463B4D69F8F1,36437,BC-0252,,,,165,R,,,,1,,,,,,,,,313SADR,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000057A42
dbo.WellData,DataSource,1F19B64C-E354-4F76-8E86-2D455ABBB057,00C4A03E-AEF6-4F77-A554-466CD3C09BAC,36386,BC-0201,,,,,,,,Old MP hgt 0.79'. Changed to 0.2' in August 2014.,0.2,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000057A59
dbo.WellData,DataSource,2800561C-8D69-4AEF-9537-78ED8C302C55,9A1B2239-9458-4421-BE71-472281BB225A,6889,BC-0021,,,,,,,,,0,,,,,,,,,,,,,,,I,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000057ACB
dbo.WellData,DataSource,58D20544-CE08-4F04-86EE-7AD2F2B5BEDC,DB91B5FD-4209-4439-8316-487208009C00,7043,BC-0175,S-01424,,,325,R,1989-05-13 00:00:00.000,D,,1,0.42,325,,"Earl & Sons, Inc.",P,,,,325MDER,225,WBZ: 300' to 325' fractured limestone @ 8 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0175.pdf,,,,,0x0000000000057B9A
dbo.WellData,DataSource,8B436B00-4D95-45FB-8B36-BAA643D9F26C,8AB18943-0986-4F2F-8335-490097A5906C,7030,BC-0162,RG-32896,,325,325,R,,,,1.6,0.42,325,,Garcia's Drilling,A,,,,230MNKP,200,WBZ: 300' to 325' red sand rock @ 10 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0162.pdf,,,,,0x0000000000057BED
dbo.WellData,DataSource,05F713DA-3160-407A-8B81-3D04633B3322,A9BA22BA-CA56-4B6E-8588-4A3EC1F49ACD,6911,BC-0043,S-01042,,580,580,R,1985-04-18 00:00:00.000,D,,1.78,0.42,580,,"Sandia Well Drilling, Inc.",A,,,,210MNCS/211DKOT,350,WBZ: 485' to 486' grey fractured limestone @ 4 GPM; 555' to 556' white limestone @ 12 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0043.pdf,,,,,0x0000000000057CBE
dbo.WellData,DataSource,2B638ABA-4706-4CDE-B9EE-13CE79EA57B8,5E8FFF8D-8453-4B88-B9ED-4A761140126A,36420,BC-0235,,,,,,,,,-2.91,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000057CE4
dbo.WellData,DataSource,AF622B99-F819-40D6-BE83-BC179B2A21CE,6048D387-73DE-42CC-A7EC-4B5C45C3A472,6949,BC-0081,S-01531,,320,320,R,1991-01-26 00:00:00.000,D,,0.8,0.52,320,,"W.H. Adkison Drilling, Inc.",A,,,,231CHNL,200,WBZ: 260' to 267' red sandstone @ 5 GPM; 285' to 296' tan fractured limestone @ 25 GPM.,I,D,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0081.pdf,,,,,0x0000000000057D51
dbo.WellData,DataSource,173AEA89-6005-4456-9EC4-5548EC9CF6F8,74C72094-6297-41BF-BD0A-4C2D85D4295C,6959,BC-0091,,,,,,,,,1.66,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000057DC5
dbo.WellData,DataSource,311964B6-F1E4-49E5-A69A-68AC4E8EF548,3E90DC10-20BD-4122-B369-4C846EB5FEA7,7008,BC-0140,,,,,R,,,,0,,,,,,,,,,,,,,,X,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000057DF8
dbo.WellData,DataSource,116AB670-C05A-4A7E-B360-0D48A976E640,0E4E81EE-08E4-473E-8935-4DA7798F6FB3,36431,BC-0246,S-02639,,250,250,R,2009-12-01 00:00:00.000,D,,1.72,0.38,250,,"Sandia Well Service, Inc.",P,,,,231CHNL,,WBZ: 150' to 155' red shale @ 5-7 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0246.pdf,,,,,0x0000000000057EA9
dbo.WellData,DataSource,25FCFA55-DE76-41C2-92B6-B5168AEC328B,CA0309B5-5405-4409-BC67-4E4A15DC8945,6964,BC-0096,S-02346,,,260,R,,,,0,,,,,,,,,231CHNL,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000057F0B
dbo.WellData,DataSource,BCF028B6-6B2B-4B12-A1C2-37DF32621C6B,E6D8B039-472A-4784-93A4-4E6B2F610AF1,36408,BC-0223,S-02321,,320,320,R,2003-10-20 00:00:00.000,D,,1.6,0.421,320,,"W.H. Adkison Drilling, Inc.",A,,,,231AGZC,195,WBZ: 243' to 246' red fractured sandstone @ 5 GPM; 291' to 314' red fractured sandstone @ 30 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0223.pdf,,,,,0x0000000000057F19
dbo.WellData,DataSource,A815FB5D-907B-4D67-8265-1642836167A4,A466DA4B-7D94-4306-ADC7-522AB3F9C6C2,6890,BC-0022,RG-36085,,185,185,D,1981-05-06 00:00:00.000,D,,1.15,0.42,185,,"Earl & Sons, Inc.",P,,,,410PRCG,85,WBZ: 150' to 185' shale and granite @ 10+ GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0022.pdf,,,,,0x000000000005816B
dbo.WellData,DataSource,F5149BC5-8D5D-4F93-A057-AA1A5D4CFBBB,095FBB71-3ACF-496B-8BD3-52C48C82A7B5,6937,BC-0069,S-01455,,100,100,R,1989-09-14 00:00:00.000,D,,1.37,0.42,100,,Garner Drilling Co.,A,,,,313SADR,66,WBZ: 70' to 75' sand & gravel wash @ 12 GPM; 75' to 80' frac. tan & grey granite @ 8 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0069.pdf,,,,,0x00000000000581BF
dbo.WellData,DataSource,53487580-CDF9-4CE1-99C3-BBF347A4C724,5AB74A95-0BC2-4785-A0C6-52F6A2CCAE1E,6962,BC-0094,S-00735,,125,125,R,2012-10-09 00:00:00.000,D,,1.46,0.33,125,,Water Works Drilling,A,Well was previously shallow well (33') formerly East Mountain Coalition NW 7. Well was deepened in 2012.,,,325MDER,30,WBZ: 68' to 75' hard grey sandstone @ 1 GPM; 90' to 93' hard grey sandstone @ 1 GPM; 97' to 98' grey fine grain sandstone @ 2 GPM; 116' to 118' white cemented quartz 7 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0094.pdf,,,,,0x00000000000581DF
dbo.WellData,DataSource,A5558A37-FE67-481F-8ADA-8E8A29752DB3,29EB4769-E2DC-4976-BD08-532E54D0C760,36387,BC-0202,,,,,,,,,1.1,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x00000000000581FD
dbo.WellData,DataSource,62EB5CEC-03A7-4359-AA64-2268A3AE3D0B,5A23AC61-E0EC-41B8-A6DA-53CEBA201C31,6877,BC-0009,S-01524 POD2,,,540,R,,,Top of sounding tube.,1.28,,,,,,New well.,,,231CHNL,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005824A
dbo.WellData,DataSource,2AD568CE-7F3C-4628-A332-37110B7F3E1C,03B105CD-04A4-4B30-99AF-54BE43FF43DE,7045,BC-0177,S-02662,,480,480,R,1985-06-05 00:00:00.000,D,,1.54,0.42,480,,"Sandia Well Drilling, Inc.",A,,,,325MDER,260,WBZ: 435' to 436' grey fractured limestone @ 1 GPM; 460' to 461' grey fractured limestone @ 4 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0177.pdf,,,,,0x00000000000582EC
dbo.WellData,DataSource,2D4204D1-3C68-4397-988B-DBA1E8325680,8B8AE7EA-1AA3-43CA-9E06-55C40CC507CE,6977,BC-0109,E-04761,,320,320,R,1987-11-07 00:00:00.000,D,,2.4,0.42,320,,"Earl & Sons, Inc.",P,,,,325MDER,120,WBZ: 280' to 320' Shale and limestone @ 3 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0109.pdf,,,,,0x0000000000058392
dbo.WellData,DataSource,9FA82B8B-436B-4BB6-86F3-21AE47555723,6B127062-0E45-4179-94A2-56384F4F967A,36438,BC-0253,,,,310,R,,,,0.77,,,,,,,,,318YESO ,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x00000000000583CF
dbo.WellData,DataSource,562C0B35-BBDE-44DD-93E1-8B2F668AFECA,D81F94B1-1D06-4865-8607-589437E68AE1,6932,BC-0064,S-02120,,400,400,R,2005-09-15 00:00:00.000,D,,1.17,0.42,400,,WH Adkison Drilling Inc.,A,,,,210MNCS,225,WBZ: 240' to 260' grey shale w/ some limesone @ 1 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0064.pdf,,,,,0x0000000000058505
dbo.WellData,DataSource,FADDC055-7198-4DD8-B934-912B9107407D,3637F1B6-D2B6-4FF3-AA8D-58EA7D33ACEE,7038,BC-0170,,,,,R,,,,0.82,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000058541
dbo.WellData,DataSource,976FCDA8-EE4C-4218-B9A7-69ED67723484,6BAEA4F0-530F-4FAF-846F-59837912FA28,6915,BC-0047,S-01866,,,245,R,,,,1.68,,,,,,,,,325MDER,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x00000000000585A4
dbo.WellData,DataSource,8B1831F1-A1EB-403A-8EBE-5BF58A392734,AE850EB9-B875-45DA-B765-5C709110AA21,7036,BC-0168,S-01484,,440,440,R,1990-04-20 00:00:00.000,A,,2.5,0.42,440,,"Sandia Well Drilling, Inc.",A,,,,325MDER,280,WBZ: 407' to 408' grey fractured limestone @ 15 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0168.pdf,,,,,0x0000000000058776
dbo.WellData,DataSource,200A8E88-E795-48CB-B6AC-44A33823E13F,F3FBC5A4-A8BA-47DC-80E4-5D38D955D0C3,7006,BC-0138,RG-60932,,,651,R,,,,0.72,,,,,,,,,110ALVM,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x00000000000587E5
dbo.WellData,DataSource,639A2607-38C4-4EB0-8890-571B986787FC,059384B1-0292-46E4-A219-5E684C9B6D5C,36417,BC-0232,,,,160,R,,,,0.63,,,,,,,,,325MDER,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000058897
dbo.WellData,DataSource,AEE8BFC5-873D-4817-971F-4C24AA094B15,3201FAD8-6633-4508-A825-5E7D1AB4043B,6966,BC-0098,S-02614,,180,180,R,2009-05-28 00:00:00.000,D,,1.37,0.33,179,,"HydroGeologic Services, Inc.",A,,,,231CHNL,87,WBZ: 100' to 120' black/grey stone @ 10 GPM; 120' to 180' red sandstone @ 10 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0098.pdf,,,,,0x00000000000588A0
dbo.WellData,DataSource,42E67498-E8D5-4CA5-9111-C4CC70644AB2,0ED82E55-13D0-4C0F-827A-604509111BA8,6953,BC-0085,S-00963,,97,97,R,1984-08-03 00:00:00.000,D,,1.35,0.42,97,,Sandia Well Drilling,A,,,,231AGZC,55,WBZ: 65' to 66' brown sandstone @ 15 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0085.pdf,,,,,0x00000000000589BF
dbo.WellData,DataSource,E4CA0B87-6F96-462E-9DD6-6E7FD5A49E44,4B49E285-7574-4C81-8F2E-6078DBACB077,36426,BC-0241,RG-51611 POD1,,560,560,R,1989-11-20 00:00:00.000,D,,1.35,0.46,560,,Coffey Drilling Co.,A,,,,410PRCGf,435,WBZ: 450' to 560' soft fractured decomposed granite @ 25 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0241.pdf,,,,,0x00000000000589DE
dbo.WellData,DataSource,91716D1F-9E09-4D74-967C-64243E792E63,5AA2B32E-C9A0-4143-9341-60F3489AD997,36427,BC-0242,,,,,,,,,2.16,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000058A22
dbo.WellData,DataSource,8C5FC244-A361-4869-BFEC-2E51732E3377,6183F8AC-7240-4A2B-8F33-617FF2C1BF49,7060,BC-0192,S-00943,,300,300,R,1984-06-06 00:00:00.000,D,,0.86,0.42,300,,"Earl & Sons, Inc.",P,,,,410PRCG,100,WBZ: 250' to 300' fractured granite @ 6+ GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0192.pdf,,,,,0x0000000000058A71
dbo.WellData,DataSource,2DE5909B-FD2E-42FE-B302-9BA661BF8820,58253128-B70B-4C9D-9533-61FCF8CFDB97,6880,BC-0012,S-00399,,160,160,R,1978-03-12 00:00:00.000,D,,1.1,0.42,160,,Earl & Sons Inc.,A,,,,231SNRS,40,WBZ: 135' to 160' sandstone @ 25 GPM,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0012.pdf,,,,,0x0000000000058AB4
dbo.WellData,DataSource,484B27D6-092F-4C29-8A85-BB61DD990686,0FB03DDC-ACFD-4F75-84C3-624099D53FAD,6980,BC-0112,E-04500,,200,200,R,1986-07-28 00:00:00.000,D,,1.5,0.42,200,,"Sandia Well Drilling, Inc.",A,,,,325MDER,60,WBZ: 65' to 66' red shale @ 2 GPM; 170' to 171' grey limestone @ 18 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0112.pdf,,,,,0x0000000000058AE0
dbo.WellData,DataSource,00A5A633-D655-499F-BAD8-193275A4793D,793C222B-B014-4E18-BBE2-6323910DE867,6869,BC-0001,E-06373,,364,364,R,1969-01-26 00:00:00.000,D,,1.1,0.38,364,,Sandia Well Drilling Inc.,A,,,,325MDER,210,WBZ: 245' to 246' brown limestone @ 1.5 GPM; 340' to 341' grey limestone @ 6 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0001.pdf,,,,,0x0000000000058B66
dbo.WellData,DataSource,AB1D8F0D-0BB4-4124-BECF-C49B964AC1D5,36A7E924-666F-43D7-88E4-646EA6AD7E8C,36396,BC-0211,,,,,,,,,0,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000058C3A
dbo.WellData,DataSource,69B2DAA6-5015-42A5-9811-C2E925A16C7A,0D744B3D-CD76-4EF0-90C7-658B2160F32D,7012,BC-0144,RG-60930,,,720,R,1995-06-27 00:00:00.000,D,,0.99,0.38,,,"Rodgers & Co., Inc.",,,,,110ALVM,497,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000058CE4
dbo.WellData,DataSource,F54C2D72-03FB-4DFA-8B5D-FC632DE55E14,82A76022-3804-41A5-8A04-65F5E01C0AEC,7053,BC-0185,S-01111,,475,475,R,1985-10-03 00:00:00.000,D,,0.6,0.42,475,,"Earl & Sons, Inc.",P,,,,325MDER,300,WBZ: 400' to 475' fratured limestone & sandstone @ 20+ GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0185.pdf,,,,,0x0000000000058D1A
dbo.WellData,DataSource,8D49970A-4A84-4975-B8CE-2F00D93C6DAB,DD36C2F4-C702-4589-A5D8-6716D1FD3730,36404,BC-0219,,,,,,,,,2,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000058DB2
dbo.WellData,DataSource,AC4BE667-31FA-4A05-A1DF-C5987E41C099,4B7809D3-B0C3-46D4-B6AE-67C1FBDD946D,36418,BC-0233,S-02545,,,76,R,1961-12-31 00:00:00.000,D,,0,1,,,,,,,,318ABO,42,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000058E19
dbo.WellData,DataSource,C75C3BF8-17D2-418D-B043-8B2313AAB870,57E7D507-44CB-46CD-8787-69F356DDEC32,36449,BC-0264,RG-85539,,,440,R,2005-11-14 00:00:00.000,D,,1.5,0.42,440,,"Sandia Well Service, Inc.",A,,,,325MDER,305,WBZ: 345' to 350' grey limestone @ 5 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0264.pdf,,,,,0x0000000000058F53
dbo.WellData,DataSource,C82A3597-59D4-41CC-908A-218D84588CB8,5AE3710E-05CC-46B8-8B16-6AE1DCBF4AF8,36429,BC-0244,S-01782,,,375,R,1994-06-08 00:00:00.000,D,,1.7,0.42,375,,"Earl & Sons, Inc.",P,,,,325MDER,125,WBZ: 300' to 375' fractured limestone @ 60 GPM.,C,S,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0244.pdf,,,,,0x0000000000058FE4
dbo.WellData,DataSource,072AF57D-6BAA-4802-9BD0-30AC5907223E,52D23BE8-9FEF-41F8-9CCD-6C55DF18177A,7016,BC-0148,S-00907,,450,450,R,1983-12-12 00:00:00.000,D,,1.87,0.42,450,,"Earl & Sons, Inc.",P,,,,221MRSN,200,WBZ: 200' to 450' white sandstone @ 5-6 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0148.pdf,,,,,0x00000000000590AA
dbo.WellData,DataSource,60A43DF5-5232-4497-A7A2-9CF92BFBD533,4A3F5FA6-B3B9-487C-8EAE-6D8B338CF2AD,6978,BC-0110,E-05771,,320,320,R,2003-03-14 00:00:00.000,D,,2.5,0.42,320,,Sandia Well Drilling,A,,,,325MDER,200,WBZ: 200' to 320' fractured grey limestone @ 12 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0110.pdf,,,,,0x0000000000059164
dbo.WellData,DataSource,EA4B9BEA-B9DB-4924-A236-419D7987A5C5,AECE7205-4A0D-4C30-BD61-6DE0ED0E9C5A,6883,BC-0015,,,,,R,,,,1.26,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000059196
dbo.WellData,DataSource,EC8E091B-955F-4CE5-BF67-E6CCE403C252,CCF92B28-8BCE-4E80-A0FB-6F93F304BC49,36412,BC-0227,S-01362,,260,260,R,2004-12-02 00:00:00.000,D,,0,0.42,260,,A&M Drilling & Pump Service,A,,,,231AGZC,95,WBZ: 91' to 94' brown-fractured sandstone @ 1 GPM; 198' to 203' red fractured sandstone @ 12-14 GPM; 245' to 250' red-sandstone @ 4-5 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0227.pdf,,,,,0x000000000005929D
dbo.WellData,DataSource,68DE1115-6F56-47AD-85F6-140A29896C5A,6288EA81-F1BC-42A8-A379-6FF614C92B94,36432,BC-0247,S-02775 POD3,,450,434,R,2015-11-13 00:00:00.000,D,Old MP hgt 1.56'. Changed to 1.94' on 7/18/2016.,1.94,0.32,429,,"HydroGeologic Services, Inc.",H,,,,231CHNL,47,WBZ: 180' to 270' red-purple sandstone @ 5 GPM; 270' to 330' red clay @ 5 GPM; 330' to 370' red-purple sandstone @ 5 GPM; 370' to 390' red clay @ 5 GPM; 390' to 440' red-purple sandstone @ 5 GPM; 440' to 450' red clay @ 5 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0247.pdf,,,,,0x00000000000592DE
dbo.WellData,DataSource,D5B9C53E-E8A7-4D2B-BF42-41B674BCEA31,FB918AE2-BEEB-400E-ACF4-71D5F47DF803,36388,BC-0203,,,,,,,,,1.79,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x00000000000593E5
