PointID,SiteNames,Easting,Northing,LocationNotes,CoordinateNotes,MeasuringPoint,WD_MPHeight,WellDepth,WL_MPHeight,DateMeasured,DepthToWater,LevelStatus,MeasurementMethod,SiteNotes,EquipmentType,Model,SerialNo,HangingCableLength,RecordingInterval,DateInstalled,EquipmentNotes
NM-02351,10034,235286,3582527,"5.5 miles N on US180 from US180 & NM26 intersection, go right at cattle guard, number is 6545, 0.7 miles on two track road, can be muddy, towards house and open barns. Can access well thru gate on fence on south side of property if gate at front of house is closed. Well next to power poles, metal tube frame, and red and gray shed.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Cable hole in TOC west side; TOC is flush with ground and covered in sand.  (USGS WLs reported bgs.),0,383,0,1971-01-19,138.6,,U,,,,,,,,
NM-02351,10034,235286,3582527,"5.5 miles N on US180 from US180 & NM26 intersection, go right at cattle guard, number is 6545, 0.7 miles on two track road, can be muddy, towards house and open barns. Can access well thru gate on fence on south side of property if gate at front of house is closed. Well next to power poles, metal tube frame, and red and gray shed.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Cable hole in TOC west side; TOC is flush with ground and covered in sand.  (USGS WLs reported bgs.),0,383,0,1972-01-14,136.57,,U,,,,,,,,
NM-02351,10034,235286,3582527,"5.5 miles N on US180 from US180 & NM26 intersection, go right at cattle guard, number is 6545, 0.7 miles on two track road, can be muddy, towards house and open barns. Can access well thru gate on fence on south side of property if gate at front of house is closed. Well next to power poles, metal tube frame, and red and gray shed.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Cable hole in TOC west side; TOC is flush with ground and covered in sand.  (USGS WLs reported bgs.),0,383,0,1973-01-23,137.4,,U,,,,,,,,
NM-02351,10034,235286,3582527,"5.5 miles N on US180 from US180 & NM26 intersection, go right at cattle guard, number is 6545, 0.7 miles on two track road, can be muddy, towards house and open barns. Can access well thru gate on fence on south side of property if gate at front of house is closed. Well next to power poles, metal tube frame, and red and gray shed.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Cable hole in TOC west side; TOC is flush with ground and covered in sand.  (USGS WLs reported bgs.),0,383,0,1974-01-14,138.68,,U,,,,,,,,
NM-02351,10034,235286,3582527,"5.5 miles N on US180 from US180 & NM26 intersection, go right at cattle guard, number is 6545, 0.7 miles on two track road, can be muddy, towards house and open barns. Can access well thru gate on fence on south side of property if gate at front of house is closed. Well next to power poles, metal tube frame, and red and gray shed.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Cable hole in TOC west side; TOC is flush with ground and covered in sand.  (USGS WLs reported bgs.),0,383,0,1976-01-12,138.82,,U,,,,,,,,
NM-02351,10034,235286,3582527,"5.5 miles N on US180 from US180 & NM26 intersection, go right at cattle guard, number is 6545, 0.7 miles on two track road, can be muddy, towards house and open barns. Can access well thru gate on fence on south side of property if gate at front of house is closed. Well next to power poles, metal tube frame, and red and gray shed.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Cable hole in TOC west side; TOC is flush with ground and covered in sand.  (USGS WLs reported bgs.),0,383,0,1977-01-28,139.9,,U,,,,,,,,
NM-02351,10034,235286,3582527,"5.5 miles N on US180 from US180 & NM26 intersection, go right at cattle guard, number is 6545, 0.7 miles on two track road, can be muddy, towards house and open barns. Can access well thru gate on fence on south side of property if gate at front of house is closed. Well next to power poles, metal tube frame, and red and gray shed.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Cable hole in TOC west side; TOC is flush with ground and covered in sand.  (USGS WLs reported bgs.),0,383,0,1978-01-12,139.97,,U,,,,,,,,
NM-02351,10034,235286,3582527,"5.5 miles N on US180 from US180 & NM26 intersection, go right at cattle guard, number is 6545, 0.7 miles on two track road, can be muddy, towards house and open barns. Can access well thru gate on fence on south side of property if gate at front of house is closed. Well next to power poles, metal tube frame, and red and gray shed.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Cable hole in TOC west side; TOC is flush with ground and covered in sand.  (USGS WLs reported bgs.),0,383,0,1979-01-18,141.07,,S,,,,,,,,
NM-02351,10034,235286,3582527,"5.5 miles N on US180 from US180 & NM26 intersection, go right at cattle guard, number is 6545, 0.7 miles on two track road, can be muddy, towards house and open barns. Can access well thru gate on fence on south side of property if gate at front of house is closed. Well next to power poles, metal tube frame, and red and gray shed.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Cable hole in TOC west side; TOC is flush with ground and covered in sand.  (USGS WLs reported bgs.),0,383,0,1980-01-09,141.69,,U,,,,,,,,
NM-02351,10034,235286,3582527,"5.5 miles N on US180 from US180 & NM26 intersection, go right at cattle guard, number is 6545, 0.7 miles on two track road, can be muddy, towards house and open barns. Can access well thru gate on fence on south side of property if gate at front of house is closed. Well next to power poles, metal tube frame, and red and gray shed.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Cable hole in TOC west side; TOC is flush with ground and covered in sand.  (USGS WLs reported bgs.),0,383,0,1981-01-16,143.62,,U,,,,,,,,
NM-02351,10034,235286,3582527,"5.5 miles N on US180 from US180 & NM26 intersection, go right at cattle guard, number is 6545, 0.7 miles on two track road, can be muddy, towards house and open barns. Can access well thru gate on fence on south side of property if gate at front of house is closed. Well next to power poles, metal tube frame, and red and gray shed.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Cable hole in TOC west side; TOC is flush with ground and covered in sand.  (USGS WLs reported bgs.),0,383,0,1982-01-26,146.12,,U,,,,,,,,
NM-02351,10034,235286,3582527,"5.5 miles N on US180 from US180 & NM26 intersection, go right at cattle guard, number is 6545, 0.7 miles on two track road, can be muddy, towards house and open barns. Can access well thru gate on fence on south side of property if gate at front of house is closed. Well next to power poles, metal tube frame, and red and gray shed.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Cable hole in TOC west side; TOC is flush with ground and covered in sand.  (USGS WLs reported bgs.),0,383,0,1987-01-13,146.82,,U,,,,,,,,
NM-02351,10034,235286,3582527,"5.5 miles N on US180 from US180 & NM26 intersection, go right at cattle guard, number is 6545, 0.7 miles on two track road, can be muddy, towards house and open barns. Can access well thru gate on fence on south side of property if gate at front of house is closed. Well next to power poles, metal tube frame, and red and gray shed.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Cable hole in TOC west side; TOC is flush with ground and covered in sand.  (USGS WLs reported bgs.),0,383,0,1989-07-06,289.1,,U,,,,,,,,
NM-02351,10034,235286,3582527,"5.5 miles N on US180 from US180 & NM26 intersection, go right at cattle guard, number is 6545, 0.7 miles on two track road, can be muddy, towards house and open barns. Can access well thru gate on fence on south side of property if gate at front of house is closed. Well next to power poles, metal tube frame, and red and gray shed.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Cable hole in TOC west side; TOC is flush with ground and covered in sand.  (USGS WLs reported bgs.),0,383,0,1992-01-17,142.52,,U,,,,,,,,
NM-02351,10034,235286,3582527,"5.5 miles N on US180 from US180 & NM26 intersection, go right at cattle guard, number is 6545, 0.7 miles on two track road, can be muddy, towards house and open barns. Can access well thru gate on fence on south side of property if gate at front of house is closed. Well next to power poles, metal tube frame, and red and gray shed.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Cable hole in TOC west side; TOC is flush with ground and covered in sand.  (USGS WLs reported bgs.),0,383,0,1997-02-24,141.22,,S,,,,,,,,
NM-02351,10034,235286,3582527,"5.5 miles N on US180 from US180 & NM26 intersection, go right at cattle guard, number is 6545, 0.7 miles on two track road, can be muddy, towards house and open barns. Can access well thru gate on fence on south side of property if gate at front of house is closed. Well next to power poles, metal tube frame, and red and gray shed.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Cable hole in TOC west side; TOC is flush with ground and covered in sand.  (USGS WLs reported bgs.),0,383,0,2002-02-27,146.27,,S,,,,,,,,
NM-02351,10034,235286,3582527,"5.5 miles N on US180 from US180 & NM26 intersection, go right at cattle guard, number is 6545, 0.7 miles on two track road, can be muddy, towards house and open barns. Can access well thru gate on fence on south side of property if gate at front of house is closed. Well next to power poles, metal tube frame, and red and gray shed.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Cable hole in TOC west side; TOC is flush with ground and covered in sand.  (USGS WLs reported bgs.),0,383,0,2007-03-20,145.05,,S,,,,,,,,
NM-02351,10034,235286,3582527,"5.5 miles N on US180 from US180 & NM26 intersection, go right at cattle guard, number is 6545, 0.7 miles on two track road, can be muddy, towards house and open barns. Can access well thru gate on fence on south side of property if gate at front of house is closed. Well next to power poles, metal tube frame, and red and gray shed.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Cable hole in TOC west side; TOC is flush with ground and covered in sand.  (USGS WLs reported bgs.),0,383,0,2012-02-29,151.7,A,T,,,,,,,,
NM-02351,10034,235286,3582527,"5.5 miles N on US180 from US180 & NM26 intersection, go right at cattle guard, number is 6545, 0.7 miles on two track road, can be muddy, towards house and open barns. Can access well thru gate on fence on south side of property if gate at front of house is closed. Well next to power poles, metal tube frame, and red and gray shed.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Cable hole in TOC west side; TOC is flush with ground and covered in sand.  (USGS WLs reported bgs.),0,383,0,2020-02-13,156.27,,S,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,0,1953-12-14,191.7,,U,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,0,1954-03-10,191.73,,S,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,0,1955-02-02,193.22,,S,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,0,1956-01-16,196.36,P,S,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,0,1956-10-10,193.22,,S,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,0,1957-09-10,192.23,,S,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,0,1958-04-30,191.6,,S,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,0,1959-01-12,194.56,,S,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,0,1960-01-20,195.28,,S,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,0,1961-01-26,195.92,,S,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,0,1962-03-01,195.48,,S,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,0,1963-01-24,198.48,,S,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,0,1964-01-23,199.13,P,S,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,0,1965-01-14,199.05,,S,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,0,1965-01-28,199.76,,S,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,0,1967-08-14,205.36,,S,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,0,1968-01-18,242.81,,S,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,0,1969-01-16,203.41,P,S,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,0,1982-01-26,212.34,P,U,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,0,1987-01-13,212.9,P,U,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,0,1992-01-07,216.93,,U,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,0,1997-02-24,218.24,,S,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,0,2007-03-20,222.5,,S,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,0,2012-02-29,225.6,A,T,,,,,,,,
NM-02363,1232,237486,3583973,"2.3 miles N on US180 from US180 & NM26 intersection, go right north onto CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, stay straight, 0.5 miles to cattle guard, mailbox just beyond it, from mailbox 0.4 miles to house, go past house, north side of barns, circle south thru two gates in corrals to well next to red steel stock tank SW of yellow barn.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Crack between casing and steel top plate; tight bend; feed tape from south or southeast side. (USGS WLs reported bgs.),1.15,249,1.15,2020-02-13,231.37,,S,,,,,,,,
NM-02405,6138,240206,3590660,"2.3 miles N on US180 from US180 & NM26 intersection, go right north on CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, go right at Y. Go 5 miles, look for faint 2-track east of road. Well is at end of 2-track. Heavily gullied, must cross on foot to get to well. Wellhead covered w/blue plastic drum. Stock tank 50 yds west is visible form road.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,TOC  (USGS WLs reported bgs.),0.9,,0,1982-01-26,45.67,P,U,,,,,,,,
NM-02405,6138,240206,3590660,"2.3 miles N on US180 from US180 & NM26 intersection, go right north on CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, go right at Y. Go 5 miles, look for faint 2-track east of road. Well is at end of 2-track. Heavily gullied, must cross on foot to get to well. Wellhead covered w/blue plastic drum. Stock tank 50 yds west is visible form road.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,TOC  (USGS WLs reported bgs.),0.9,,0,1987-01-13,44.8,,U,,,,,,,,
NM-02405,6138,240206,3590660,"2.3 miles N on US180 from US180 & NM26 intersection, go right north on CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, go right at Y. Go 5 miles, look for faint 2-track east of road. Well is at end of 2-track. Heavily gullied, must cross on foot to get to well. Wellhead covered w/blue plastic drum. Stock tank 50 yds west is visible form road.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,TOC  (USGS WLs reported bgs.),0.9,,0,1992-01-07,21.68,,U,,,,,,,,
NM-02405,6138,240206,3590660,"2.3 miles N on US180 from US180 & NM26 intersection, go right north on CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, go right at Y. Go 5 miles, look for faint 2-track east of road. Well is at end of 2-track. Heavily gullied, must cross on foot to get to well. Wellhead covered w/blue plastic drum. Stock tank 50 yds west is visible form road.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,TOC  (USGS WLs reported bgs.),0.9,,0,1997-02-24,22.12,,S,,,,,,,,
NM-02405,6138,240206,3590660,"2.3 miles N on US180 from US180 & NM26 intersection, go right north on CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, go right at Y. Go 5 miles, look for faint 2-track east of road. Well is at end of 2-track. Heavily gullied, must cross on foot to get to well. Wellhead covered w/blue plastic drum. Stock tank 50 yds west is visible form road.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,TOC  (USGS WLs reported bgs.),0.9,,0,2002-02-27,22.67,,S,,,,,,,,
NM-02405,6138,240206,3590660,"2.3 miles N on US180 from US180 & NM26 intersection, go right north on CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, go right at Y. Go 5 miles, look for faint 2-track east of road. Well is at end of 2-track. Heavily gullied, must cross on foot to get to well. Wellhead covered w/blue plastic drum. Stock tank 50 yds west is visible form road.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,TOC  (USGS WLs reported bgs.),0.9,,0,2007-03-20,15.48,,S,,,,,,,,
NM-02405,6138,240206,3590660,"2.3 miles N on US180 from US180 & NM26 intersection, go right north on CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, go right at Y. Go 5 miles, look for faint 2-track east of road. Well is at end of 2-track. Heavily gullied, must cross on foot to get to well. Wellhead covered w/blue plastic drum. Stock tank 50 yds west is visible form road.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,TOC  (USGS WLs reported bgs.),0.9,,0,2012-02-29,21.59,A,T,,,,,,,,
NM-02405,6138,240206,3590660,"2.3 miles N on US180 from US180 & NM26 intersection, go right north on CR A008 Keeler Road, 2.9 miles on pavement, 1.5 miles on gravel to Y, go right at Y. Go 5 miles, look for faint 2-track east of road. Well is at end of 2-track. Heavily gullied, must cross on foot to get to well. Wellhead covered w/blue plastic drum. Stock tank 50 yds west is visible form road.",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,TOC  (USGS WLs reported bgs.),0.9,,0.9,2020-02-13,21.97,,S,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1931-04-11,21.53,,U,,,,,,,,
