NMAquiferTable,MatchField,LocationId,WellID,OBJECTID,PointID,OSEWellID,OSEWelltagID,HoleDepth,WellDepth,DepthSource,CompletionDate,CompletionSource,MeasuringPoint,MPHeight,CasingDiameter,CasingDepth,CasingDescription,DrillerName,ConstructionMethod,ConstructionNotes,AquiferType,AqClass,FormationZone,StaticWater,WaterNotes,Status,CurrentUse,StatusUserNotes,MonitoringStatus,OpenWellLoggerOK,MonitorOK,SampleOK,DataSource,Notes,MonitorGroup,WellPdf,MonitorStatusReason,HydrographInterp,PrimaryUseSite_USGS,PrimaryUseWater_USGS,SSMA_TimeStamp
dbo.WellData,DataSource,4A5B85F9-804C-48E3-9340-F6D15BAB36EB,D234AF56-505F-6541-B3B8-DFCE1CCFD2D7,38877,BC-0275,,,,,,,,Entered zero for MP height for calculated fields. Actual MP height may not be zero.,0,,,,,,,,,,,,,,,H,false,false,false,Bernalillo County,,0,,,,,,0x000000000005D4A4
dbo.WellData,DataSource,2681AD0D-2DE8-45BB-9995-4F0EFB2BA4B8,D3E33DEE-4231-DC41-BF20-E195E3C07766,38862,BC-0302,,,,260,,,,,0.7,,,,,,,,,300YESO,,,,,,H,false,false,false,Bernalillo County,,0,,,,,,0x000000000005D5B3
dbo.WellData,DataSource,FB8BB5E7-0130-425E-A245-DAD2EAB6D6FF,6A96A6AC-E1F5-4CF1-B0BB-E642EF6C7E12,38428,BC-0326,S-01246,,,300,,,,,1.64,,,,,,,,,325MDER,,,,,,H,false,false,false,Bernalillo County,,0,,,,,,0x000000000005D897
dbo.WellData,DataSource,BEA036E0-CFD2-40C4-9EB9-9D280E2F78A6,9D5B74C7-8F41-3C4B-B49F-E6E4B81ADBB6,38863,BC-0304,,,,,,,,,1.01,,,,,,,,,,,,,,,H,false,false,false,Bernalillo County,,0,,,,,,0x000000000005D8FB
dbo.WellData,DataSource,F9F0B9F3-F3BB-4259-9CCD-EBEDE5B659E7,E14BA7D0-8A19-4390-91F0-E92829952EB7,38391,BC-0289,S-01446,,,140,,,,,1.73,,,,,,,,,211MVRD ,,,,,,H,false,false,false,Bernalillo County,,0,,,,,,0x000000000005DA44
dbo.WellData,DataSource,3F440554-2BD7-4063-A43D-5E19C264661D,763FAEB5-D1A7-7E43-A1BC-EBBC506A5413,38847,BC-0282,,,,,,,,,-1.1,,,,,,,,,,,,,,,H,false,false,false,Bernalillo County,,0,,,,,,0x000000000005DBEB
dbo.WellData,DataSource,08FC1AEE-B73A-4450-A1A4-6B00FEEBBAB0,59F588E1-5F26-0C43-B3F7-ED9C12CE42EF,38842,BC-0277,,,,,,,,,1.8,,,,,,,,,,,,,,,H,false,false,false,Bernalillo County,,0,,,,,,0x000000000005DCF5
dbo.WellData,DataSource,C1367F36-A57B-4EEA-A4A9-9BA9CC852AB2,BCCBB215-7D30-46CB-B902-F23B3B28E171,38419,BC-0317,S-02103,,,220,,,,,2.24,,,,,,,,,211MENF/211PNLK,,,,,,H,false,false,false,Bernalillo County,,0,,,,,,0x000000000005DFB4
dbo.WellData,DataSource,1B08CBA0-D6EF-464A-ABC7-CEDA1BE29754,61956426-115A-4324-9EE8-FB00BFF7B37E,40089,BC-0355,,,,,,,,MP height from Bernalillo County. No description provided.,0,,,,,,,,,,,,,,,H,false,false,false,Bernalillo County,,0,,,,,,0x000000000005E4B0
dbo.WellData,DataSource,70E220C5-0495-4277-BFD0-1AF553CCFDDC,12AFECA3-1C59-4CF2-B86C-FE9BD8E77A45,38422,BC-0320,S-00383,,,300,,,,Entered zero for MP height for calculated fields. Actual MP height may not be zero.,0,,,,,,,,,318ABO,,,,,,H,false,false,false,Bernalillo County,,0,,,,,,0x000000000005E6D5
